Company,Chocolate_origin,Review_number,Review_year,Cocoa_percent,Company_location,Rating,Bean_type,Bean_origin,Cocoa_category,Rating_category
Zart Pralinen,San Juan Estate,1824,2016,85.0,Austria,2.75,2,Trinidad,Deep Dark,Fair
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,85.0,Austria,3.0,4,Tanzania,Deep Dark,Fair
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,70.0,Austria,3.5,4,Tanzania,Moderate Blend,Fair
Zart Pralinen,"San Juan Estate, Gran Couva",1880,2016,78.0,Austria,3.5,2,Trinidad,Moderate Blend,Fair
Zokoko,Guadalcanal,1716,2016,78.0,Australia,3.75,6,Solomon Islands,Moderate Blend,Fair
Zokoko,Goddess Blend,1780,2016,65.0,Australia,3.25,6,Unkown,Mild Mocha,Fair
Zokoko,Alto Beni,697,2011,68.0,Australia,3.5,6,Bolivia,Mild Mocha,Fair
Zokoko,Tokiala,701,2011,66.0,Australia,3.5,2,Papua New Guinea,Mild Mocha,Fair
Zokoko,"Tranquilidad, Baures",701,2011,72.0,Australia,3.75,6,Bolivia,Moderate Blend,Fair
Zotter,Raw,1205,2014,80.0,Austria,2.75,6,Unkown,Moderate Blend,Fair
Zotter,"Bocas del Toro, Cocabo Co-op",801,2012,72.0,Austria,3.5,6,Panama,Moderate Blend,Fair
Zotter,Amazonas Frucht,801,2012,65.0,Austria,3.5,6,Unkown,Mild Mocha,Fair
Zotter,"Satipo Pangoa region, 16hr conche",875,2012,70.0,Austria,3.0,1,Peru,Moderate Blend,Fair
Zotter,"Satipo Pangoa region, 20hr conche",875,2012,70.0,Austria,3.5,1,Peru,Moderate Blend,Fair
Zotter,"Loma Los Pinos, Yacao region, D.R.",875,2012,62.0,Austria,3.75,6,Dominican Republic,Mild Mocha,Fair
Zotter,El Oro,879,2012,75.0,Austria,3.0,3,Ecuador,Moderate Blend,Fair
Zotter,Huiwani Coop,879,2012,75.0,Austria,3.0,4,Papua New Guinea,Moderate Blend,Fair
Zotter,El Ceibo Coop,879,2012,90.0,Austria,3.25,6,Bolivia,Deep Dark,Fair
Zotter,Santo Domingo,879,2012,70.0,Austria,3.75,6,Dominican Republic,Moderate Blend,Fair
Zotter,"Kongo, Highlands",883,2012,68.0,Austria,3.25,3,Congo,Mild Mocha,Fair
Zotter,"Indianer, Raw",883,2012,58.0,Austria,3.5,6,Unkown,Mild Mocha,Fair
Zotter,Peru,647,2011,70.0,Austria,3.75,6,Peru,Moderate Blend,Fair
Zotter,Congo,749,2011,65.0,Austria,3.0,3,Congo,Mild Mocha,Fair
Zotter,Kerala State,749,2011,65.0,Austria,3.5,3,India,Mild Mocha,Fair
Zotter,Kerala State,781,2011,62.0,Austria,3.25,6,India,Mild Mocha,Fair
Zotter,"Brazil, Mitzi Blue",486,2010,65.0,Austria,3.0,6,Brazil,Mild Mocha,Fair
